name,phone,Lat,lng
華友,(08)7627253,22.695689,120.553759
屏東交流道,(08)7382999,22.6968343,120.5069761
新厝左營大路,(07)5850266,22.696882,120.301449
千越海豐,(08)7653166,22.697966,120.500665
整樹長治,(08)7629300,22.698268,120.56109
肯得力,(08)7627688,22.699733,120.56463
亞柏仁武,(07)3711336,22.70143,120.35911
仁武站,(07)3711361,22.70333333,120.3444444
後勁站,(07)3613018,22.7163888,120.3097222
慶昌,(07)3638197,22.71742,120.2901
德民,(07)3652329,22.72114,120.29015
楠梓交流道站,(07)3537642,22.72222222,120.3311111
楠都,(07)3559665,22.72377,120.3302
新厝德中,(07)3011828,22.72444,120.27673
大誠,(07)3661956,22.72875,120.30343
靖海,(07)3535657,22.7306,120.35979
大社,(07)3530343,22.73237,120.3411747
千越梓官,(07)6195188,22.74059,120.2635
向陽,(07)6107628,22.74531,120.26196
北基日盛,(089)331671,22.751844,121.149405
中山路站,(089)323132,22.75305556,121.1480556
梓官站,(07)6173555,22.76027778,120.2625
日日春,(08)7722355,22.768287,120.493739
里港站,(08)7752054,22.77222222,120.4936111
卑南站,(089)222010,22.7775,121.1266667
富岡,(089)280382,22.778749,121.177029
岡山站,(07)6252450,22.78222222,120.2977778
鑫敏祥,(08)7720777,22.782326,120.503171
岡山交流道,(07)6262188,22.78711,120.31702
山隆岡山,(07)6163078,22.78866,120.32417
建元,(07)6163317,22.78965,120.33258
聖森路,(07)6213709,22.79033,120.31232
山隆永發,(07)6106682,22.7925,120.24485
北基岡山,(07)6226798,22.80249,120.29142
樺興,(07)6911706,22.80849,120.25137
福昇,(07)6965672,22.8305168,120.2874931
阿蓮站,(07)6312139,22.87361111,120.3263889
大崗山,(07)6321100,22.874722,120.353885
興達港,(07)6991366,22.8766809,120.221462
大湖站,(07)6931793,22.87861111,120.2519444
千越路竹,(07)6938689,22.8801542,120.2504234
中正,(07)6317170,22.8803454,120.3212735
洋洋,(07)6611230,22.88338,120.49655
茄萣仁愛,(07)6986836,22.886346,120.186538
仁德服務區南下站,(06)3660758,22.90611111,120.2647222
仁德服務區北上站,(06)2782879,22.90638889,120.2663889
山隆高仁,(06)2782899,22.9200864,120.2738537
大正,(06)3032006,22.9208549,120.2723079
新力,(06)3661536,22.9222237,120.2239694
關廟服務區南下站,(06)5552772,22.92763,120.35081
關廟服務區北上站,(06)5552826,22.93044,120.35315
永成路,(06)2629389,22.9565207,120.1956748
南昇,(06)2601157,22.9573313,120.2171499
大佳,(06)2399630,22.967312,120.292333
大旺,(06)2396156,22.969206,120.274108
仁德站,(06)2794451,22.97111111,120.2544444
安平工業區站,(06)2654022,22.97305556,120.1833333
億歸,(06)3303208,22.974015,120.287763
嘉仁,(06)2490866,22.9740182,120.2438945
大關廟,(06)5966075,22.974593,120.320027
大同路站,(06)2153503,22.97527778,120.2136111
千越東門,(06)2363678,22.9815304,120.2295156
中華西路南站,(06)2970350,22.98722222,120.1869444
新厝亞東,(06)3311758,22.989669,120.243019
永華路東站,(06)2992048,22.99,120.1808333
北基太子,(06)2710618,22.9912387,120.2655658
土庫,(06)2737215,22.991699,120.250323
永昇,(06)2354695,22.99799,120.234501
成功路站,(06)2222894,22.99805556,120.2094444
大灣站,(06)2724010,22.99833333,120.2488889
北基崑山站,(06)2721689,22.998728,120.249594
挑戰者公園南,(06)2208441,23.001639,120.205711
文賢路站,(06)2591749,23.00444444,120.1933333
前鋒站,(06)2082162,23.00472222,120.2152778
千越中華北站,(06)3583186,23.008071,120.186048
千越開元站,(06)2381886,23.009869,120.2240544
千越西門站,(06)2516899,23.011675,120.208594
永康中山,(06)2030108,23.016927,120.23753
瑞曜,(06)3027358,23.017101,120.238795
美吉,(06)2022123,23.017215,120.23898
公園路站,(06)2517454,23.01722222,120.2147222
永大路,(06)2317309,23.017795,120.262426
永康六甲頂,(06)2826379,23.022138,120.216653
山隆永康,(06)2818655,23.023017,120.218728
千越海佃站,(06)2560999,23.030164,120.190222
永康正大,(06)2423668,23.030359,120.225736
永新,(06)2336911,23.031834,120.28111
民安海佃,(06)2554872,23.034223,120.189643
加泓,(06)2424576,23.035406,120.243206
大新,(06)5985758,23.035748,120.295045
北基永康,(06)2530938,23.0359448,120.2307448
中油永交站,(06)2436250,23.04194444,120.2477778
安順站,(06)2569187,23.04305556,120.1955556
台糖永安,(06)2432979,23.049192,120.241344
永樺,(06)2842136,23.053937,120.139699
甲上,(06)2559445,23.054323,120.189851
北基新市,(06)5893009,23.0673,120.2905
海寮,(06)5934180,23.090841,120.210289
安定交流道,(06)5920365,23.109967,120.235635
中油安定交流道站,(06)5921844,23.11333333,120.2352778
山隆安定,(06)5976971,23.124288,120.249633
松建,(06)5834029,23.126577,120.320274
大成,(06)5856776,23.1283833,120.3149512
國賓七股,(06)7872589,23.133493,120.131636
走馬瀨,(06)5746452,23.138319,120.434811
忠孝東路,(06)7215096,23.163981,120.181425
國賓,(06)7236995,23.165397,120.188756
全聯麻豆,(06)5717585,23.1764773,120.2465306
麻新,(06)5700308,23.179718,120.229075
東山服務區站,(06)6234287,23.284977,120.398987
新營交流道站,(06)6561512,23.30666667,120.2938889
台大,(06)6565000,23.308471,120.293889
山隆嘉豐,(06)6528797,23.3089335,120.2860699
信義,(03)8887555,23.328878,121.321388
新營服務區南下站,(06)6323381,23.33956,120.310841
新營服務區北上站,(06)6378280,23.34,120.3133333
蓮因,(06)6855659,23.355662,120.412388
吉克(後壁),(06)6881297,23.389452,120.377841
一品,(05)3692726,23.434266,120.246861
快速交流道,(05)2306899,23.435661,120.436026
世海,(05)2308888,23.4360481,120.4363631
嘉盈,(05)2391042,23.445156,120.49894
民生,(05)2854046,23.452312,120.432301
湖子內路,(05)2833366,23.453137,120.442261
泰鋒(朴子),(05)3702929,23.457239,120.241001
大義路站,(05)2300875,23.45888889,120.4725
信義路站,(05)2359381,23.46888889,120.4288889
吳鳳路站,(05)2224070,23.46916667,120.4541667
中興路(嘉義市),(05)2363376,23.476522,120.428309
嘉峰,(05)2789508,23.477723,120.470753
嘉滿,(05)2377533,23.48566,120.423054
嘉港站,(05)2382012,23.48861111,120.41
嘉交,(05)2373211,23.490151,120.403762
中山高嘉義竹村,(05)2384033,23.492276,120.398269
新生路,(05)2778220,23.495458,120.456083
南新,(05)2379628,23.496084,120.386296
南亞民雄,(05)2133879,23.513395,120.431414
竹崎站,(05)2611714,23.51583333,120.5477778
美得瑞里,(03)8876663,23.5161645,121.3766285
忠孝路,(05)2211166,23.518042,120.441055
立正,(05)2133269,23.522418,120.423415
上井,(05)2202200,23.524662,120.470495
協同,(05)2130527,23.528262,120.438209
山隆民雄,(05)2260423,23.5500667,120.4263716
新港站,(05)3742054,23.55083333,120.3469444
北基民雄,(05)2060727,23.5588168,120.4082173
南壇,(05)7812731,23.560491,120.322969
台糖北港,(05)7730233,23.569514,120.29959
明華,(05)2658360,23.6039806,120.4471919
古坑服務區站,(05)5827210,23.61,120.545
沿海,(05)7992675,23.610148,120.162985
四湖(東站),(05)7876859,23.636096,120.225575
日升,(05)5222218,23.672839,120.536802
斗南站,(05)5972320,23.68,120.4811111
永美,(05)6327947,23.684667,120.409202
斗南交流道站,(05)5954474,23.69333333,120.4755556
李斯特,(05)6324281,23.697178,120.460655
佳得美斗六,(05)5326779,23.700307,120.54869
虎尾新生路站,(05)6322812,23.70722222,120.4361111
斗六南環路站,(05)5339692,23.7125,120.5575
大華,(05)6360858,23.715868,120.442806
雅虎站,(05)5514796,23.72666667,120.5236111
佳得美石榴,(05)5326779,23.72719,120.589103
日祥,(05)6936301,23.741569,120.258314
森竹,(049)2631616,23.762434,120.696257
義和站,(05)5844090,23.77555556,120.4788889
水璉,(03)8601048,23.780082,121.560695
車城,(05)5873838,23.790575,120.468132
西螺服務區北上,(05)5882005,23.792357,120.475219
明潭,(049)2777985,23.811246,120.850446
陞泰,(049)2737711,23.832836,120.709493
員村二水,(04)8760505,23.833334,120.602873
新庄,(04)8757168,23.856331,120.596629
彰南路,(049)2738311,23.8641391,120.693088
元斗(北斗),(04)8877116,23.8703264,120.5141349
員村(田中),(04)8748115,23.872608,120.587627
北斗站,(04)8882154,23.87694444,120.5197222
員村員集路,(04)8736000,23.879922,120.58715
永村田尾,(04)8835656,23.887113,120.524826
南投服務區站,(049)2204987,23.89916667,120.7102778
二林站,(04)8960049,23.9025,120.3736111
台糖儒林,(04)8964145,23.903195,120.37466
社頭站,(04)8732534,23.90444444,120.5836111
南投三和站,(049)2227255,23.90638889,120.6908333
員村社頭,(04)8727677,23.909075,120.582917
群邦,(04)8236196,23.9100855,120.5425797
南崗工業區站,(049)2251460,23.922746,120.671934
金牌,(04)8231397,23.924547,120.552539
北永靖,(04)8239726,23.936325,120.556229
南崗三路站,(049)2254902,23.93722222,120.6652778
饒明,(04)8336710,23.941968,120.576174
員林快速道站,(04)8398903,23.94638889,120.5630556
員集,(04)8321018,23.946917,120.576032
日茂,(04)8296981,23.949734,120.522664
員林交流道站,(04)8858502,23.95259603,120.5121394
埔心站,(04)8293874,23.95333333,120.5538889
大翔,(04)8282827,23.953935,120.554116
信興,(04)8812736,23.954813,120.491459
東閔路,(049)2393286,23.954977,120.680293
永村員林,(04)8390666,23.955538,120.586329
山隆中興,(049)2371040,23.955666,120.675445
中興,(049)2392929,23.9562893,120.67307
巨大,(049)2917859,23.956293,120.941574
平和,(04)8612002,23.956864,120.481897
員東路站,(04)8329743,23.95777778,120.5794444
草溪路,(049)2312170,23.958631,120.672294
山大王直營,(049)2988688,23.963411,120.965563
南埔站,(03)8522853,23.96416667,121.5897222
中潭,(049)2914170,23.965226,120.935695
埔里站,(049)2982403,23.96777778,120.9616667
溪湖站,(04)8852244,23.96777778,120.4797222
真工草屯,(049)2334733,23.96987,120.682703
裕田國際,(049)2996073,23.9700046,120.9538174
員林站,(04)8320294,23.97138889,120.5711111
北基和平路,(03)8335040,23.9726139,121.604719
北基花蓮,(03)8535268,23.973764,121.582088
驛田加油站,(049)2981899,23.974176,120.965585
新林,(049)2307084,23.9751739,120.680016
慶豐昌,(03)8510661,23.975587,121.576252
中宏,(049)2569919,23.97796,120.707428
埔榮,(049)2900296,23.979097,120.993308
富薪,(03)8575580,23.983077,121.589212
楠埔,(049)2552846,23.983449,120.735473
草屯站,(049)2362049,23.98472222,120.6866667
博愛,(049)2336084,23.988424,120.671006
成功路,(049)2338634,23.9888709,120.684664
中山路站,(03)8561117,23.99583333,121.595
好又多,(049)2318936,24.0047048,120.6763747
民益,(03)8232851,24.007179,121.615144
員彰,(04)7880112,24.01032,120.552946
社口,(049)2522699,24.015509,120.630655
勝中,(04)7860888,24.021144,120.544696
花壇站,(04)7862064,24.02444444,120.5413889
柑林,(049)2722768,24.028043,120.840701
北埔站,(03)8266825,24.03944444,121.6036111
彰秀,(04)7684999,24.041256,120.504393
勝美,(04)7699788,24.04643,120.508207
福興站,(04)7772534,24.04777778,120.445
彰鹿,(04)7766333,24.048845,120.473741
霧峰交流道加油站,(04)23301032,24.053249,120.695613
霧峰林森路站,(04)23339411,24.06138889,120.6947222
陸海彰化加油加氣,(04)7618438,24.063354,120.52025
上嘉霧峰,(04)23397756,24.069697,120.696369
永勝,(04)7611897,24.074228,120.531929
彰化中山路站,(04)7224496,24.07472222,120.5441667
彰工,(04)7780988,24.075002,120.422323
明維,(04)24935936,24.076451,120.689235
溪南東站,(04)23357711,24.0772085,120.6478584
永慶,(04)7623179,24.08132,120.529273
烏日溪南,(04)23355511,24.0815983,120.6475845
東湖,(04)24951468,24.083249,120.697184
頂番婆,(04)7715347,24.084591,120.485231
彰化站,(04)7222759,24.08472222,120.5536111
大峰,(04)24937297,24.085211,120.687647
大屯,(04)24078686,24.087902,120.655873
中庄,(04)7377776,24.089665,120.566347
五張犁,(04)23365858,24.093284,120.648272
加福,(04)7330577,24.095105,120.54218
德芳,(04)24834118,24.102284,120.686939
員村和美,(04)7553433,24.10251,120.517992
烏日站,(04)23381514,24.10611111,120.6341667
和美站,(04)7553024,24.10694444,120.5027778
順安,(03)8611472,24.113835,121.63393
黎明路,(04)24790100,24.114349,120.626294
正豪,(04)22632300,24.115423,120.655334
樹德公園,(04)22651345,24.117977,120.652816
國祥,(04)26936989,24.119709,120.574664
總興,(04)22625727,24.119764,120.661785
萬和,(04)24793637,24.123068,120.630042
久井建成,(04)22877416,24.126285,120.675315
太平站,(04)22787508,24.12666667,120.7108333
復興路站,(04)22617800,24.12888889,120.6691667
智弘,(04)22805919,24.1319242,120.689968
五權路,(04)23755291,24.132993,120.667027
新平,(04)22758731,24.1336399,120.715922
中清站,(04)24258318,24.134202,120.722355
東虹,(04)22124320,24.135166,120.696402
春社,(04)23825338,24.1389953,120.6144593
永春,(04)23865966,24.139346,120.61466
大肚站,(04)26992502,24.14027778,120.5497222
五權西路站,(04)23893367,24.14138889,120.6411111
加得利,(04)22298828,24.142167,120.675786
自由,(04)22122780,24.142645,120.701413
新富,(04)23812317,24.145775,120.622764
向上路站,(04)23011800,24.14638889,120.6680556
山隆五權,(04)22027088,24.146558,120.672026
重光,(04)23020562,24.146861,120.657517
公園路站,(04)22237535,24.146992,120.683344
中村,(04)23812919,24.147042,120.630017
建發沙鹿,(04)26620955,24.1477358,120.6736482
南屯交流道,(04)23870798,24.150435,120.622534
公益路站,(04)23269700,24.15111111,120.6527778
英才,(04)22028718,24.154987,120.676615
忠明圓環,(04)23252807,24.156271,120.658914
崇德盈,(03)8621626,24.156379,121.6502
樹德,(04)23955685,24.157674,120.712484
健行,(04)22068998,24.159534,120.675545
山隆大肚,(04)26997315,24.159705,120.543392
親親,(04)22320181,24.160479,120.691563
北基南屯,(04)23502626,24.160817,120.6019555
進化路站,(04)22323873,24.16111111,120.6944444
安祥,(04)22548448,24.162593,120.628193
文心路站,(04)23131239,24.16277778,120.6502778
進化北路,(04)22341929,24.162992,120.681876
山隆北屯,(04)22334437,24.1645968,120.6938084
太原,(04)22315627,24.1648329,120.694396
東虹崇德,(04)22361605,24.168952,120.685094
興安路,(04)22331970,24.170925,120.694079
青海路站,(04)27015054,24.17138889,120.6438889
山隆文心,(04)22412981,24.1714086,120.6938842
文華,(04)23156811,24.171638,120.659827
河南路,(04)27073666,24.172045,120.645289
青島路站,(04)22925400,24.17444444,120.6744444
梅川東路,(04)22462855,24.17897,120.682137
信毅,(04)22399561,24.179429,120.719721
光凰,(04)27067358,24.180275,120.632442
松竹路站,(04)22451915,24.18166667,120.6888889
東大,(04)23599998,24.182731,120.601051
台中工業區加油站,(04)23592968,24.18305556,120.6144444
水湳,(04)22911146,24.1838839,120.665253
建發龍井交流道,(04)26314648,24.185554,120.573525
北基世貿,(04)24653499,24.187968,120.618553
長安,(04)24632260,24.192778,120.623156
豐樂,(04)24223929,24.194595,120.686271
安泰,(04)24210180,24.194789,120.686515
金忠,(04)26323127,24.1984,120.580831
員村中清路,(04)24263488,24.200103,120.655214
恩光中清交流道,(04)24267111,24.200714,120.656975
環中東路,(04)25368145,24.2008079,120.7073061
南北通,(04)24259911,24.201689,120.670491
鴻陞,(04)25358576,24.205466,120.686343
福雅加油站,(04)24635458,24.205742,120.628945
洽維,(04)26317135,24.21122,120.581641
山隆沙鹿,(04)26366189,24.212859,120.556793
新田,(04)25375000,24.213793,120.723047
北基中清交流道,(04)25608150,24.214268,120.649576
元寶,(04)25603189,24.214502,120.66885
北基雅潭,(04)25313100,24.215726,120.694374
大雅中清路站,(04)25664445,24.21777778,120.6483333
山隆大雅,(04)25689565,24.229878,120.641266
沙鹿站,(04)26314644,24.23111111,120.5730556
楓騰,(04)25671618,24.232694,120.662225
鎮南,(04)26366929,24.232833,120.563782
建發科雅,(04)25690268,24.234129,120.637093
豐源,(04)25313658,24.237368,120.710869
巨業,(04)26627299,24.240254,120.564587
寶成,(04)26651985,24.240581,120.564995
沙鹿交流道,(04)26651756,24.247317,120.575391
瑞豐,(04)25253797,24.248779,120.699148
豐原交流道站,(04)25228204,24.24888889,120.6963889
清泉,(04)26153676,24.248901,120.602283
台大沙鹿,(04)26656068,24.249704,120.582923
圓環東路,(04)25132472,24.254966,120.730085
神崗,(04)25610541,24.256277,120.671138
翁子站,(04)25225510,24.25972222,120.7347222
建發,(04)26570938,24.259906,120.540233
梧棲站,(04)26568415,24.26083333,120.5322222
東勢站,(04)25872454,24.26166667,120.8238889
豐原大湳站,(04)25225504,24.26305556,120.7205556
順勢,(04)25248488,24.266352,120.747771
豐勢交流道,(04)25271280,24.269656,120.7478145
台大豐原,(04)25121770,24.272264,120.721309
石岡豐勢路站,(04)25722984,24.27472222,120.7816667
明德195,(04)25723877,24.2748584,120.7719302
清水站,(04)26222464,24.27777778,120.5783333
清水服務區站,(04)26203281,24.28138889,120.6013889
北堤,(04)26260700,24.290993,120.542878
光陽,(04)25583551,24.301807,120.72251
詠安,(04)26111001,24.310852,120.602143
后里站,(04)25562174,24.31555556,120.7238889
甲東,(04)26884227,24.341691,120.638455
順天,(04)26802301,24.342209,120.617394
大甲站,(04)26872314,24.35472222,120.6319444
車亭三義,(037)875000,24.39039,120.759627
易鋐,(037)743500,24.401522,120.665034
金寧,(082)324849,24.430081,118.337454
金門,(082)372222,24.435934,118.327308
一六八,(082)337888,24.438666,118.405128
苑裡站,(037)866747,24.43916667,120.6497222
金民,(082)372758,24.439283,118.334157
新發,(037)869628,24.442302,120.647317
統精金門,(082)372909,24.443525,118.325576
大立鴻福,(082)337989,24.443829,118.388235
南興,(03)9982383,24.4618976,121.7906866
南北通,(037)765656,24.496192,120.701093
通利站,(037)764736,24.49805556,120.6927778
公館站,(037)222834,24.51166667,120.825
苗栗交流道站,(037)236095,24.521247,120.821011
銓豐,(037)230736,24.526909,120.819241
苗交,(037)226399,24.528153,120.819185
中苗站,(037)326764,24.56,120.8216667
中華路站,(037)266431,24.57083333,120.8247222
和源,(037)252503,24.574118,120.849008
頭屋站,(037)252723,24.57777778,120.8566667
台莊苗栗,(037)269448,24.593347,120.824622
吉盛,(037)733377,24.60122,120.780021
南聖湖,(03)9961111,24.6150917,121.8189124
新城,(03)9593701,24.624456,121.8031969
新馬,(03)9905601,24.627137,121.833375
山隆龍德,(03)9909633,24.634281,121.831598
冬山站,(03)9591316,24.641578,121.787001
大埔,(03)9899521,24.669902,121.717647
車亭竹南二,(037)468225,24.672137,120.85448
車亭竹南,(037)472906,24.672384,120.854896
東寶,(03)9603995,24.6821801,121.7780295
中正路站,(037)463428,24.68361111,120.8722222
山隆復興,(03)9544677,24.686504,121.767011
車亭頭份,(037)690611,24.689146,120.924865
頭份站,(037)663242,24.69083333,120.9125
百盛,(037)630088,24.694353,120.888974
羅東站,(03)9654651,24.697584,121.769256
長利,(037)689092,24.703059,120.922219
竹苗,(037)672288,24.715052,120.921424
竹東站,(03)5962447,24.7225,121.0963889
廣進,(03)9252958,24.724313,121.7685764
必勝,(037)582611,24.730465,120.906826
東林路站,(03)5957003,24.7375,121.0919444
車容坊北興路,(03)5100875,24.737643,121.094287
員山站,(03)9223041,24.747724,121.731031
金湧,(03)9387338,24.7503597,121.771834
信政,(03)5928151,24.752199,121.095145
茄苳,(03)5202858,24.754494,120.954221
功勞,(03)9306358,24.7704407,121.7817212
宜蘭站,(03)9282621,24.770564,121.756575
廣源,(03)5923038,24.77084,121.076752
好客,(03)5928981,24.775377,121.073772
科學園區站,(03)5779157,24.77944444,121.0047222
中森,(03)9280728,24.7796895,121.7592289
關東橋站,(03)5772433,24.78472222,121.0130556
百祥,(03)5387876,24.787003,120.92631
光明站,(03)5716471,24.79111111,121.0041667
光復路站,(03)5718604,24.80027778,120.99
公道五,(03)5166338,24.801041,121.002419
公園,(03)5610079,24.803159,120.979887
北大路站,(03)5227664,24.80527778,120.9608333
民華站,(03)5326491,24.80666667,120.9786111
豐富,(03)9887885,24.8115961,121.767441
民弘,(03)5312866,24.812655,120.980829
六家,(03)5509791,24.813467,121.023116
昇冠,(03)5348887,24.813649,120.967469
永富,(03)5330892,24.818139,120.955647
大橋,(03)5312536,24.818435,120.995392
昌隆,(03)5353556,24.821192,120.980713
府前站,(03)5556350,24.82388889,121.015
台大,(03)5504424,24.82526,121.032578
佑順,(03)5517818,24.825788,120.997184
高原交流道,(03)4116303,24.827161,121.204889
正塘,(03)5366523,24.827236,120.92719
金泉,(03)9880029,24.8371748,121.7868697
尚隆,(03)5365678,24.839504,120.929287
金面,(03)9776509,24.8402157,121.7987519
昇隆,(03)5535656,24.840863,120.985269
泉盛,(03)4797799,24.852941,121.223829
東昌,(03)4090787,24.856686,121.219198
大昌八八,(03)4707513,24.866416,121.221335
龍潭站,(03)4792614,24.8675,121.2175
龍門,(03)4802548,24.869154,121.221317
龍潭交流道,(03)4806998,24.8708125,121.2174381
新豐站,(03)5592308,24.8725,121
北基百年,(03)4992080,24.872791,121.202879
聖豐,(03)5986716,24.875187,121.018131
北海,(03)5985001,24.87576,121.023004
新慰,(03)5905772,24.882922,121.011208
泉好,(03)3070788,24.887968,121.270265
新崎,(03)6993085,24.891161,121.041568
尚美,(03)3801269,24.892135,121.27363
士香,(03)3809358,24.896012,121.277299
南興,(03)3891362,24.896446,121.261631
成功路,(035)998989,24.8991651,121.0386613
山隆大溪,(03)3074683,24.901517,121.264095
興榮,(03)3806378,24.903186,121.264458
經國平鎮,(03)4609155,24.90641,121.23061
柑園楊梅二,(03)4883526,24.9067823,121.1399322
東和平鎮,(03)4602925,24.907038,121.230813
柑園楊梅,(03)4882036,24.9074085,121.1508096
車容坊梅新,(03)4750393,24.908393,121.157703
梅溪站,(03)4782632,24.90861111,121.1594444
九如,(03)3806000,24.911177,121.254951
埔心站,(03)4826370,24.91194444,121.1747222
龍東,(03)4500981,24.914952,121.247389
北基東宏,(03)4395008,24.921099,121.214347
獅子王站,(03)4961585,24.92388889,121.1719444
祥順,(03)4686969,24.926303,121.21297
新富站,(03)4573401,24.927107,121.212726
鼎益,(03)3682556,24.929518,121.282536
豐興,(03)4670599,24.9307347,121.2143276
三峽站,(02)26711123,24.93083333,121.3777778
寶島,(03)4584566,24.933903,121.21463
柑園三峽,(02)26803001,24.9341719,121.387707
銘豐,(03)3653897,24.934309,121.301262
清溪,(02)86768877,24.9347609,121.401548
八德福林,(03)3732655,24.936876,121.305509
三鶯,(02)26731177,24.939448,121.365216
鼎鈺,(03)4599768,24.940233,121.222856
嘉昕,(03)3680589,24.9408709,121.2976759
車容坊板新,(02)86710879,24.940924,121.356636
車容坊三鶯交流道,(02)86719290,24.940927,121.356633
長壽山,(02)86763209,24.941968,121.397853
龍岡站,(03)4592501,24.94444444,121.23
長江,(03)4923516,24.944521,121.208583
柑園北大,(02)89701079,24.9460652,121.3853078
萬通,(03)4908898,24.947484,121.165197
裕進,(02)86774010,24.947659,121.340132
平鎮站,(03)4934734,24.94805556,121.2105556
